-128.98381	47.78166	-	0.00	0	0.0
-128.98378	47.78149	-	0.02	0.01878	0.0
-128.98376	47.78133	-	0.04	0.01878	0.0
-128.98374	47.78116	-	0.06	0.01878	0.0
-128.98371	47.78099	-	0.08	0.01878	0.0
-128.98369	47.78082	-	0.09	0.01878	0.0
-128.98366	47.78065	-	0.11	0.01878	0.0
-128.98364	47.78049	-	0.13	0.01878	0.0
-128.98362	47.78032	-	0.15	0.01878	0.0
-128.98359	47.78015	-	0.17	0.01878	0.0
-128.98357	47.77998	-	0.19	0.01878	0.0
-128.98354	47.77981	-	0.21	0.01878	0.0
-128.98352	47.77964	-	0.23	0.01878	0.0
-128.98350	47.77948	-	0.24	0.01878	0.0
-128.98347	47.77931	-	0.26	0.01878	0.0
-128.98345	47.77914	-	0.28	0.01878	0.0
-128.98343	47.77897	-	0.30	0.01878	0.0
-128.98340	47.77880	-	0.32	0.01878	0.0
-128.98338	47.77864	-	0.34	0.01878	0.0
-128.98335	47.77847	-	0.36	0.01878	0.0
-128.98333	47.77830	-	0.38	0.01878	0.0
-128.98331	47.77813	-	0.39	0.01878	0.0
-128.98328	47.77796	-	0.41	0.01878	0.0
-128.98326	47.77780	-	0.43	0.01878	0.0
-128.98323	47.77763	-	0.45	0.01878	0.0
-128.98321	47.77746	-	0.47	0.01878	0.0
-128.98319	47.77729	-	0.49	0.01878	0.0
-128.98316	47.77712	-	0.51	0.01878	0.0
-128.98314	47.77695	-	0.53	0.01878	0.0
-128.98312	47.77679	-	0.54	0.01878	0.0
-128.98309	47.77662	-	0.56	0.01878	0.0
-128.98307	47.77645	-	0.58	0.01878	0.0
-128.98304	47.77628	-	0.60	0.01878	0.0
-128.98302	47.77611	-	0.62	0.01878	0.0
-128.98300	47.77595	-	0.64	0.01878	0.0
-128.98297	47.77578	-	0.66	0.01878	0.0
-128.98295	47.77561	-	0.68	0.01878	0.0
-128.98292	47.77544	-	0.69	0.01878	0.0
-128.98290	47.77527	-	0.71	0.01878	0.0
-128.98288	47.77511	-	0.73	0.01878	0.0
-128.98285	47.77494	-	0.75	0.01878	0.0
-128.98283	47.77477	-	0.77	0.01878	0.0
-128.98281	47.77460	-	0.79	0.01878	0.0
-128.98278	47.77443	-	0.81	0.01878	0.0
-128.98276	47.77426	-	0.83	0.01878	0.0
-128.98273	47.77410	-	0.85	0.01878	0.0
-128.98271	47.77393	-	0.86	0.01878	0.0
-128.98269	47.77376	-	0.88	0.01878	0.0
-128.98266	47.77359	-	0.90	0.01878	0.0
-128.98264	47.77342	-	0.92	0.01878	0.0
-128.98262	47.77326	-	0.94	0.01878	0.0
-128.98259	47.77309	-	0.96	0.01878	0.0
-128.98257	47.77292	-	0.98	0.01878	0.0
-128.98254	47.77275	-	1.00	0.01878	0.0
-128.98252	47.77258	-	1.01	0.01878	0.0
-128.98250	47.77242	-	1.03	0.01878	0.0
-128.98247	47.77225	-	1.05	0.01878	0.0
-128.98245	47.77208	-	1.07	0.01878	0.0
-128.98242	47.77191	-	1.09	0.01878	0.0
-128.98240	47.77174	-	1.11	0.01878	0.0
-128.98238	47.77157	-	1.13	0.01878	0.0
-128.98235	47.77141	-	1.15	0.01878	0.0
-128.98233	47.77124	-	1.16	0.01878	0.0
-128.98231	47.77107	-	1.18	0.01878	0.0
-128.98228	47.77090	-	1.20	0.01878	0.0
-128.98226	47.77073	-	1.22	0.01878	0.0
-128.98223	47.77057	-	1.24	0.01878	0.0
-128.98221	47.77040	-	1.26	0.01878	0.0
-128.98219	47.77023	-	1.28	0.01878	0.0
-128.98216	47.77006	-	1.30	0.01878	0.0
-128.98214	47.76989	-	1.31	0.01878	0.0
-128.98211	47.76973	-	1.33	0.01878	0.0
-128.98209	47.76956	-	1.35	0.01878	0.0
-128.98207	47.76939	-	1.37	0.01878	0.0
-128.98204	47.76922	-	1.39	0.01878	0.0
-128.98202	47.76905	-	1.41	0.01878	0.0
-128.98200	47.76888	-	1.43	0.01878	0.0
-128.98197	47.76872	-	1.45	0.01878	0.0
-128.98195	47.76855	-	1.46	0.01878	0.0
-128.98192	47.76838	-	1.48	0.01878	0.0
-128.98190	47.76821	-	1.50	0.01878	0.0
-128.98188	47.76804	-	1.52	0.01878	0.0
-128.98185	47.76788	-	1.54	0.01878	0.0
-128.98183	47.76771	-	1.56	0.01878	0.0
-128.98181	47.76754	-	1.58	0.01878	0.0
-128.98178	47.76737	-	1.60	0.01878	0.0
-128.98176	47.76720	-	1.62	0.01878	0.0
-128.98173	47.76704	-	1.63	0.01878	0.0
-128.98171	47.76687	-	1.65	0.01878	0.0
-128.98169	47.76670	-	1.67	0.01878	0.0
-128.98166	47.76653	-	1.69	0.01878	0.0
-128.98164	47.76636	-	1.71	0.01878	0.0
-128.98161	47.76619	-	1.73	0.01878	0.0
-128.98159	47.76603	-	1.75	0.01878	0.0
-128.98157	47.76586	-	1.77	0.01878	0.0
-128.98154	47.76569	-	1.78	0.01878	0.0
-128.98152	47.76552	-	1.80	0.01878	0.0
-128.98150	47.76535	-	1.82	0.01878	0.0
-128.98147	47.76519	-	1.84	0.01878	0.0
-128.98145	47.76502	-	1.86	0.01878	0.0
-128.98142	47.76483	-	1.88	0.02056	0.0
-128.98140	47.76465	-	1.90	0.02056	0.0
-128.98138	47.76447	-	1.92	0.02056	0.0
-128.98135	47.76428	-	1.94	0.02056	0.0
-128.98133	47.76410	-	1.96	0.02056	0.0
-128.98130	47.76391	-	1.98	0.02056	0.0
-128.98128	47.76373	-	2.00	0.02056	0.0
